O_ORDERKEY,O_CUSTKEY,O_ORDERSTATUS,O_TOTALPRICE,O_ORDERDATE,O_ORDERPRIORITY,O_CLERK,O_SHIPPRIORITY,O_COMMENT,C_CUSTKEY,C_NAME,C_ADDRESS,C_NATIONKEY,C_PHONE,C_ACCTBAL,C_MKTSEGMENT,C_COMMENT
859619,60020,F,191464.85,1994-08-16,5-LOW,Clerk#000000171,0,pinto beans breach. f,60020,Customer#000060020,JlAdCcLE8wEqFc0,15,25-432-919-9170,1187.30,FURNITURE,equests use slyly after the ironic accounts. regular deposits haggle. ironically unusual theod
874560,60055,F,111926.78,1993-08-19,4-NOT SPECIFIED,Clerk#000000168,0,gle alongside of the furiously silent foxes. furiously regula,60055,Customer#000060055,XkEd61ySvE933LKafILNEH SkdC36eftDuo4Yji,10,20-477-978-6479,3725.35,MACHINERY,ctions print slyly furiously regular asymptotes. quickly special theodolites
884578,60020,O,91591.42,1997-05-20,4-NOT SPECIFIED,Clerk#000000191,0,. furiously ironic theodolites nag carefully. caref,60020,Customer#000060020,JlAdCcLE8wEqFc0,15,25-432-919-9170,1187.30,FURNITURE,equests use slyly after the ironic accounts. regular deposits haggle. ironically unusual theod
888608,60047,F,121724.69,1992-09-30,5-LOW,Clerk#000000326,0, express packages boost slyly quickly bold asymptotes. fur,60047,Customer#000060047,"FETxgdO1 Nn,HkjnlMNx3dvUrM4qMlf",2,12-721-745-5342,2264.76,HOUSEHOLD,nding accounts sleep furiously c
894564,60016,O,41756.70,1996-09-17,1-URGENT,Clerk#000000937,0,ckly alongside of the furiously quiet dolphins; quickly pending,60016,Customer#000060016,"i5JCEL8FRYSLvOs1Lkqn30a,1jherLDP",2,12-259-973-3236,4480.97,HOUSEHOLD,"ongside of the final, pending dolphins? final theodolites ha"
895588,60046,F,44405.14,1994-04-22,4-NOT SPECIFIED,Clerk#000000557,0,"nto beans after the unusual, regular dependencies cajole at the ",60046,Customer#000060046,VnzEPMAo8c9UxMI6,20,30-318-671-3782,1022.57,AUTOMOBILE, carefully unusual packages boost carefully across the furious
916005,60067,P,93197.61,1995-03-20,2-HIGH,Clerk#000000349,0,eposits are across the slyly ironic instructions. slyly,60067,Customer#000060067,"LC9126Kz5Xl5yGn5Wz3E,JJeBeFMiB",4,14-490-596-5723,1874.19,HOUSEHOLD,ts wake alongside of the carefully silent pinto beans. slyly ironic decoys cajole quickly. qu
916097,60077,F,110987.48,1993-05-17,2-HIGH,Clerk#000000337,0,ar accounts. furiously final dolphins against,60077,Customer#000060077,20l7qcXSrVV,4,14-206-902-5158,9000.61,BUILDING, boost quickly among the slyly regular platelets. blithely pending requests b
916423,60031,F,7920.74,1992-09-22,5-LOW,Clerk#000000384,0,ess foxes boost blithely fluffy attainments; furio,60031,Customer#000060031,RsGAZJyxQopaxWfk5,8,18-381-736-7702,6765.74,FURNITURE,cial deposits. ironic requests across the iro
919652,60100,P,237607.25,1995-05-09,2-HIGH,Clerk#000000052,0,. carefully furious excuses according to th,60100,Customer#000060100,9CZqojrnLk ZY,16,26-775-586-4254,-5.85,HOUSEHOLD,y doggedly ironic theodolites. caref
928737,60007,F,267385.67,1993-11-12,4-NOT SPECIFIED,Clerk#000000745,0,h furiously quickly fi,60007,Customer#000060007,"sp6KJmx,TiSWbMPvhkQwFwTuhSi4a5OLNImpcGI",12,22-491-919-9470,6017.17,FURNITURE,bold packages. regular sheaves mold. blit
929926,60040,F,235129.03,1992-04-08,3-MEDIUM,Clerk#000000914,0,round the quickly silent ideas.,60040,Customer#000060040,7h5ewM0d9iNA,4,14-208-209-8223,3446.78,MACHINERY,"ronic platelets. unusual, final foxes"
937478,60058,O,142515.62,1998-05-30,2-HIGH,Clerk#000000037,0, even accounts. blithely,60058,Customer#000060058,"X9NS,0Ddki",23,33-146-680-6559,6672.12,MACHINERY,ess requests. special requests wake blit
941477,60029,F,219865.20,1992-12-11,5-LOW,Clerk#000000255,0,ely regular packages ar,60029,Customer#000060029,"5xZC76MsijD,s0i137ZP, DHyiw7kSS1HZ35kos3",14,24-983-762-4152,9281.15,FURNITURE,"longside of the ironic, regular foxes. carefully special ideas across the q"
948673,60028,O,84421.66,1996-11-26,2-HIGH,Clerk#000000817,0,endencies dazzle blithely about the regular packages. ,60028,Customer#000060028,qoxXSl3gyR5EnAsp,6,16-234-762-4451,3494.99,FURNITURE,e the quickly unusual theodolites cajole slyly blithely r
962471,60032,O,200764.58,1996-08-29,3-MEDIUM,Clerk#000000485,0,fluffily even dependencies a,60032,Customer#000060032,ODYUHV1 EEwTKPxjqraz8Qj 7,16,26-327-503-7376,2896.86,MACHINERY,"ecial, final asymptotes. quickly brave "
979555,60001,F,143055.40,1992-10-23,1-URGENT,Clerk#000000011,0,luffily regular deposits cajole. ironic deposits besid,60001,Customer#000060001,9Ii4zQn9cX,14,24-678-784-9652,9957.56,HOUSEHOLD,l theodolites boost slyly at the platelets: permanently ironic packages wake slyly pend
980066,60028,O,79169.95,1996-03-18,5-LOW,Clerk#000000982,0,"osits! silent, express notornis up the furiously final pinto beans h",60028,Customer#000060028,qoxXSl3gyR5EnAsp,6,16-234-762-4451,3494.99,FURNITURE,e the quickly unusual theodolites cajole slyly blithely r
986018,60055,F,99233.65,1994-05-08,4-NOT SPECIFIED,Clerk#000000630,0, foxes. carefully regular ideas above the pending a,60055,Customer#000060055,XkEd61ySvE933LKafILNEH SkdC36eftDuo4Yji,10,20-477-978-6479,3725.35,MACHINERY,ctions print slyly furiously regular asymptotes. quickly special theodolites
990209,60100,F,263070.67,1993-03-03,1-URGENT,Clerk#000000502,0,"lly unusual ideas should have to cajole according to the regular, ironic p",60100,Customer#000060100,9CZqojrnLk ZY,16,26-775-586-4254,-5.85,HOUSEHOLD,y doggedly ironic theodolites. caref
1002181,60040,F,53912.68,1992-05-13,4-NOT SPECIFIED,Clerk#000000926,0,ly special theodolites;,60040,Customer#000060040,7h5ewM0d9iNA,4,14-208-209-8223,3446.78,MACHINERY,"ronic platelets. unusual, final foxes"
1003843,60046,F,174064.72,1993-03-01,4-NOT SPECIFIED,Clerk#000000991,0,the fluffily ironic req,60046,Customer#000060046,VnzEPMAo8c9UxMI6,20,30-318-671-3782,1022.57,AUTOMOBILE, carefully unusual packages boost carefully across the furious
1021189,60088,O,48371.31,1998-06-03,4-NOT SPECIFIED,Clerk#000000901,0,"lets use. fluffily even instructions wake in place of the even, unusu",60088,Customer#000060088,xllgZf63jONKni,20,30-896-444-2387,312.90,AUTOMOBILE,ly. blithely regular asymptotes use after the dep
1029125,60067,O,212102.19,1998-02-15,1-URGENT,Clerk#000000101,0,s. evenly even sheaves nag car,60067,Customer#000060067,"LC9126Kz5Xl5yGn5Wz3E,JJeBeFMiB",4,14-490-596-5723,1874.19,HOUSEHOLD,ts wake alongside of the carefully silent pinto beans. slyly ironic decoys cajole quickly. qu
1029763,60034,O,217807.72,1997-11-15,1-URGENT,Clerk#000000500,0, foxes wake blithely. blithely pending pac,60034,Customer#000060034, XHRzdojlNAuRjTNRn7A1aL9OYJj56nud1sVss,14,24-991-831-7826,7230.69,AUTOMOBILE,"sts. final packages along the daringly bold ideas haggle blithely slyly careful requests. unusual, bold as"
1034246,60058,F,88880.80,1994-10-30,1-URGENT,Clerk#000000986,0, along the furiously special requests ,60058,Customer#000060058,"X9NS,0Ddki",23,33-146-680-6559,6672.12,MACHINERY,ess requests. special requests wake blit
1034311,60073,F,171983.48,1992-04-07,3-MEDIUM,Clerk#000000928,0,pending theodolites. furiously ironic theodolites wake across the qui,60073,Customer#000060073,eo4xUXOM4rx2WP3nEdXZzhBzRFC7oZZ,9,19-269-905-4200,731.03,MACHINERY,xpress requests. blithely special pinto beans x-ray fluffily along the furiously special dolphins. blithely final th
1034881,60034,F,57108.41,1994-09-03,5-LOW,Clerk#000000326,0,"lent deposits are. deposits cajole final, idle packages. carefully pe",60034,Customer#000060034, XHRzdojlNAuRjTNRn7A1aL9OYJj56nud1sVss,14,24-991-831-7826,7230.69,AUTOMOBILE,"sts. final packages along the daringly bold ideas haggle blithely slyly careful requests. unusual, bold as"
1046821,60026,O,139706.85,1996-04-20,1-URGENT,Clerk#000000088,0,as are. furiously pending ideas wake furiously regular ideas.,60026,Customer#000060026,",ltdh6LPkAX01E,y8r9",21,31-774-338-9389,7508.13,FURNITURE,quests nag quickly. slyly unusual deposits after the blithely i
1050464,60040,F,320535.89,1993-01-27,5-LOW,Clerk#000000646,0,s dolphins are carefully at the quickly iron,60040,Customer#000060040,7h5ewM0d9iNA,4,14-208-209-8223,3446.78,MACHINERY,"ronic platelets. unusual, final foxes"
1052608,60043,F,3537.60,1995-02-01,3-MEDIUM,Clerk#000000186,0,its. express frets sleep fluffily along the final theodolites. furiou,60043,Customer#000060043,6SLQTGRhNJBKEJl9aekego5iwHgy,0,10-115-238-4882,737.03,HOUSEHOLD,"sly final requests use furiously along the stealthily final excuses. express, even accounts"
1058372,60082,F,186398.37,1992-12-31,2-HIGH,Clerk#000000670,0,iously blithely regular theodolites. stealthily silent pinto,60082,Customer#000060082,"x3V6vEbLSeUjYdjS1MvR2,u4gB0S 9d8UEJ",0,10-729-863-1818,3645.47,BUILDING, the accounts. furiously unusual
1061635,60083,F,205387.44,1992-04-12,2-HIGH,Clerk#000000421,0, multipliers sleep blithely across the permanent platele,60083,Customer#000060083,"9MS,Ga67eiTauESHzSMGleXPP",12,22-811-334-7808,8430.43,FURNITURE,ly pending requests: furiously ironic deposits ca
1069536,60040,O,154883.53,1998-06-19,3-MEDIUM,Clerk#000000407,0,e furiously slyly special depths. bold acc,60040,Customer#000060040,7h5ewM0d9iNA,4,14-208-209-8223,3446.78,MACHINERY,"ronic platelets. unusual, final foxes"
1070372,60073,F,141481.51,1993-02-20,5-LOW,Clerk#000000194,0,into beans. blithely even frets hinder. always ironic f,60073,Customer#000060073,eo4xUXOM4rx2WP3nEdXZzhBzRFC7oZZ,9,19-269-905-4200,731.03,MACHINERY,xpress requests. blithely special pinto beans x-ray fluffily along the furiously special dolphins. blithely final th
1071591,60047,F,211612.78,1994-05-03,1-URGENT,Clerk#000000531,0,yly even packages use furiously slyly regular reques,60047,Customer#000060047,"FETxgdO1 Nn,HkjnlMNx3dvUrM4qMlf",2,12-721-745-5342,2264.76,HOUSEHOLD,nding accounts sleep furiously c
1073892,60071,F,119834.04,1994-08-20,2-HIGH,Clerk#000000230,0,ully express deposits. express packages boos,60071,Customer#000060071,5OpD50GLeQCOEfSwMIGK2Ex111bsESvygAzj,1,11-933-273-2627,7050.68,FURNITURE,"fily ironic accounts haggle blithely. regular, final requests engage "
1081376,60046,F,227316.84,1994-09-19,4-NOT SPECIFIED,Clerk#000000462,0,riously pending theodolites. furiously even ac,60046,Customer#000060046,VnzEPMAo8c9UxMI6,20,30-318-671-3782,1022.57,AUTOMOBILE, carefully unusual packages boost carefully across the furious
1082179,60016,F,134170.95,1992-05-04,2-HIGH,Clerk#000000434,0,s. ironic instructions haggle above the fluffily express excuse,60016,Customer#000060016,"i5JCEL8FRYSLvOs1Lkqn30a,1jherLDP",2,12-259-973-3236,4480.97,HOUSEHOLD,"ongside of the final, pending dolphins? final theodolites ha"
1084229,60080,F,158215.04,1992-08-31,2-HIGH,Clerk#000000709,0,y furiously whithout the regular packages. bl,60080,Customer#000060080,"g7cKdEj2mzUQLSKFFnWsmL,3GaOIrBmfi",0,10-192-161-6631,689.24,BUILDING," slyly pending, permanent packages. special foxes above the slyly regular packages are idly careful pinto"
1100420,60055,F,188659.55,1993-01-11,1-URGENT,Clerk#000000623,0,"r, regular pinto beans cajole. furiously regular ideas wake carefu",60055,Customer#000060055,XkEd61ySvE933LKafILNEH SkdC36eftDuo4Yji,10,20-477-978-6479,3725.35,MACHINERY,ctions print slyly furiously regular asymptotes. quickly special theodolites
1114437,60089,F,79498.59,1993-05-12,2-HIGH,Clerk#000000113,0, slyly silent instructions. deposits impress carefully. b,60089,Customer#000060089,2i2cZd4bGay4WBf9mvy,13,23-670-811-2493,9849.12,BUILDING, quickly ironic accounts. slyly regular pinto beans wake blithely unusual foxes. slyly permanent foxe
1120359,60058,F,31679.07,1992-07-07,3-MEDIUM,Clerk#000000973,0,n theodolites behind th,60058,Customer#000060058,"X9NS,0Ddki",23,33-146-680-6559,6672.12,MACHINERY,ess requests. special requests wake blit
1124256,60055,O,298420.99,1997-12-20,4-NOT SPECIFIED,Clerk#000000351,0,"nag slyly special, unusual requests. special theodolites boost. b",60055,Customer#000060055,XkEd61ySvE933LKafILNEH SkdC36eftDuo4Yji,10,20-477-978-6479,3725.35,MACHINERY,ctions print slyly furiously regular asymptotes. quickly special theodolites
1132326,60005,O,98650.26,1995-11-02,4-NOT SPECIFIED,Clerk#000000937,0,uickly silent deposits. regula,60005,Customer#000060005,"1F3KM3ccEXEtI, B22XmCMOWJMl",12,22-741-208-1316,2504.74,MACHINERY,express instructions sleep quickly. ironic braids cajole furiously fluffily p
1133925,60073,F,147990.83,1992-08-13,4-NOT SPECIFIED,Clerk#000000491,0,"egular accounts play furiously. even, regul",60073,Customer#000060073,eo4xUXOM4rx2WP3nEdXZzhBzRFC7oZZ,9,19-269-905-4200,731.03,MACHINERY,xpress requests. blithely special pinto beans x-ray fluffily along the furiously special dolphins. blithely final th
1140259,60050,O,77194.63,1997-03-29,1-URGENT,Clerk#000000973,0,ake. furiously thin theodolites among the foxes sleep alongside of,60050,Customer#000060050,"gGFB2vQ,gT2gRGSSDE",16,26-622-811-1720,5181.99,FURNITURE, carefully bold deposits are after the carefully regular instructions. ideas about the ironic requests are ironic
1145476,60028,O,174010.55,1995-06-25,5-LOW,Clerk#000000974,0,s pinto beans cajole quietly ideas.,60028,Customer#000060028,qoxXSl3gyR5EnAsp,6,16-234-762-4451,3494.99,FURNITURE,e the quickly unusual theodolites cajole slyly blithely r
1157063,60049,F,244007.65,1994-09-20,5-LOW,Clerk#000000343,0,theodolites. regular theodolites above the blithely unusual packa,60049,Customer#000060049,2ST732JS cryl ,9,19-228-258-6362,2128.83,BUILDING,"es: express pinto beans wake across the carefully dogged dependencies. express, final ideas a"
1159716,60016,O,134041.31,1995-07-02,1-URGENT,Clerk#000000830,0,al theodolites unwind blithel,60016,Customer#000060016,"i5JCEL8FRYSLvOs1Lkqn30a,1jherLDP",2,12-259-973-3236,4480.97,HOUSEHOLD,"ongside of the final, pending dolphins? final theodolites ha"
1173761,60056,O,220908.07,1996-07-11,2-HIGH,Clerk#000000935,0,"ly across the packages. ironic, final requests sleep slyly e",60056,Customer#000060056,"2lvoe8n8b1,PJ0i3Jq9ZKeL7rH9Fahsui36",3,13-221-847-3701,8880.28,BUILDING,fully furiously even deposits. final accounts nag
1174086,60049,F,102657.36,1993-08-02,3-MEDIUM,Clerk#000000482,0,efully unusual packages ar,60049,Customer#000060049,2ST732JS cryl ,9,19-228-258-6362,2128.83,BUILDING,"es: express pinto beans wake across the carefully dogged dependencies. express, final ideas a"
1174916,60079,O,116510.70,1997-01-07,3-MEDIUM,Clerk#000000978,0,fily final tithes haggle inside the slyly regular foxes. fluffily spe,60079,Customer#000060079,dwwsJWhDr0fnRJnyhe6gtls,24,34-197-192-3607,3329.55,BUILDING,ly special somas poach carefully. furiously unusual dolphins unwind furiously furiously final deposits
1193477,60043,O,317328.99,1996-11-20,5-LOW,Clerk#000000254,0,sits are carefully furiously unusual accoun,60043,Customer#000060043,6SLQTGRhNJBKEJl9aekego5iwHgy,0,10-115-238-4882,737.03,HOUSEHOLD,"sly final requests use furiously along the stealthily final excuses. express, even accounts"
1196545,60028,F,50595.30,1993-11-04,1-URGENT,Clerk#000000332,0,eans boost furiously about the deposits; packages amon,60028,Customer#000060028,qoxXSl3gyR5EnAsp,6,16-234-762-4451,3494.99,FURNITURE,e the quickly unusual theodolites cajole slyly blithely r
1197415,60100,O,252576.75,1995-11-16,4-NOT SPECIFIED,Clerk#000000636,0,"ounts. express, regular packages against the fluff",60100,Customer#000060100,9CZqojrnLk ZY,16,26-775-586-4254,-5.85,HOUSEHOLD,y doggedly ironic theodolites. caref
1197795,60068,F,244650.95,1994-11-07,4-NOT SPECIFIED,Clerk#000000817,0,ndle slyly blithely unusual instructions. quickly pending r,60068,Customer#000060068,"nXabPtwJBxlxb,0edpFf",23,33-906-135-1500,4492.81,HOUSEHOLD,uriously even accounts use furiously carefully ironic pack
4800128,60019,O,73677.44,1996-08-05,1-URGENT,Clerk#000000977,0,ths. quickly ironic theodolites slee,60019,Customer#000060019,kSI6njhnR ApXo031vtmCAaXo,1,11-624-666-9689,3444.77,MACHINERY,ncies. blithely silent gifts above the carefully 
4814373,60052,O,13907.97,1996-03-05,3-MEDIUM,Clerk#000000499,0,"ffily silent dugouts among the special, final dependencies lose ",60052,Customer#000060052,"jygrlXgrjEIaVsH14eKreo,ldCsK",16,26-331-160-8399,4515.17,HOUSEHOLD,"pecial deposits sleep. bold, special accounts haggle ironically slyly even packages. blithely pending packages are"
4816738,60074,F,217779.62,1994-06-28,3-MEDIUM,Clerk#000000395,0,lithely final packages. fluffily bold foxes was quick,60074,Customer#000060074,"iSYTpN9,YZnCxj8L",1,11-891-864-7463,8364.34,FURNITURE,ording to the blithely final requests. carefully even packages wake blit
4824641,60088,O,209829.35,1995-11-01,4-NOT SPECIFIED,Clerk#000000600,0,ding deposits. regular packages wake bl,60088,Customer#000060088,xllgZf63jONKni,20,30-896-444-2387,312.90,AUTOMOBILE,ly. blithely regular asymptotes use after the dep
4831648,60010,O,75202.84,1997-02-19,3-MEDIUM,Clerk#000000500,0,ickly final packages. unusual deposits nag theod,60010,Customer#000060010,c4vEEaV1tdqLdw2oVuXp BN,21,31-677-809-6961,3497.91,HOUSEHOLD,"fter the quickly silent requests. slyly special theodolites along the even, even requests boos"
4848897,60010,P,154101.27,1995-04-10,1-URGENT,Clerk#000000419,0,ecial ideas. carefully u,60010,Customer#000060010,c4vEEaV1tdqLdw2oVuXp BN,21,31-677-809-6961,3497.91,HOUSEHOLD,"fter the quickly silent requests. slyly special theodolites along the even, even requests boos"
4853474,60025,F,237016.13,1995-02-15,3-MEDIUM,Clerk#000000908,0,ly against the never regular foxes. carefully regular accounts ,60025,Customer#000060025,fHgT5BscCU4NDQzn,22,32-222-885-5210,7296.15,MACHINERY, pains cajole slyly permanently regular deposits. carefully ruthless packages sleep. even excuses nag slyly!
4858114,60043,O,219845.29,1995-11-20,3-MEDIUM,Clerk#000000727,0,thely bold pinto beans. packag,60043,Customer#000060043,6SLQTGRhNJBKEJl9aekego5iwHgy,0,10-115-238-4882,737.03,HOUSEHOLD,"sly final requests use furiously along the stealthily final excuses. express, even accounts"
4861219,60059,F,35240.99,1994-01-23,1-URGENT,Clerk#000000721,0,ven requests serve according to the quickly bol,60059,Customer#000060059,"dZISBokE9NWaz13 b5WbOHrd8DifA,e2yict0",24,34-348-323-9173,2337.46,HOUSEHOLD,"ndencies. excuses sleep. quickly daring dugouts cajole furiously. carefully final accounts across the final, bold"
4862209,60040,O,107914.40,1997-12-24,1-URGENT,Clerk#000000162,0, sleep blithely. slyly ironic reques,60040,Customer#000060040,7h5ewM0d9iNA,4,14-208-209-8223,3446.78,MACHINERY,"ronic platelets. unusual, final foxes"
4865701,60011,F,120309.10,1992-01-27,2-HIGH,Clerk#000000125,0,xpress requests among the regular ide,60011,Customer#000060011,"Y GqUG1QEdWr8 zkApzAXLkjOe,XMnJvV6,",8,18-421-991-6811,3422.48,BUILDING,se carefully even deposits. carefully pending requests cajole furiously p
4869409,60026,F,222573.39,1992-06-26,5-LOW,Clerk#000000655,0,ove the blithely regular accounts s,60026,Customer#000060026,",ltdh6LPkAX01E,y8r9",21,31-774-338-9389,7508.13,FURNITURE,quests nag quickly. slyly unusual deposits after the blithely i
4884103,60013,F,197999.23,1992-02-27,1-URGENT,Clerk#000000388,0,special deposits. furiously ev,60013,Customer#000060013,i3t71FC4ucTs8fIEfmPwJky,0,10-394-817-3861,-485.69,MACHINERY,ecial foxes are blithely fluffily even pinto beans. ironic accounts boost. blithely regular packages h
4893731,60034,O,32628.42,1995-04-26,1-URGENT,Clerk#000000530,0,ironic frets detect slyly fluffil,60034,Customer#000060034, XHRzdojlNAuRjTNRn7A1aL9OYJj56nud1sVss,14,24-991-831-7826,7230.69,AUTOMOBILE,"sts. final packages along the daringly bold ideas haggle blithely slyly careful requests. unusual, bold as"
4900547,60094,F,18466.37,1994-05-25,4-NOT SPECIFIED,Clerk#000000182,0,sleep slowly about the slyly unusual excuses. accounts pr,60094,Customer#000060094,MkoqzelPE 8kI,12,22-809-331-1348,-408.23,AUTOMOBILE,ges cajole slyly express dependencies. quickly special accounts are slyly against the furiously re
4908805,60013,O,45492.17,1998-01-02,3-MEDIUM,Clerk#000000520,0,deposits are carefully,60013,Customer#000060013,i3t71FC4ucTs8fIEfmPwJky,0,10-394-817-3861,-485.69,MACHINERY,ecial foxes are blithely fluffily even pinto beans. ironic accounts boost. blithely regular packages h
4911815,60002,F,9534.57,1994-11-22,4-NOT SPECIFIED,Clerk#000000257,0,gle. carefully bold dolphins nag sile,60002,Customer#000060002,ThGBMjDwKzkoOxhz,15,25-782-500-8435,742.46,BUILDING, beans. fluffily regular packages
4921888,60079,O,241235.99,1997-05-11,1-URGENT,Clerk#000000948,0,the even depths. orbits sublate about the ironic ,60079,Customer#000060079,dwwsJWhDr0fnRJnyhe6gtls,24,34-197-192-3607,3329.55,BUILDING,ly special somas poach carefully. furiously unusual dolphins unwind furiously furiously final deposits
4926880,60013,F,211697.13,1992-01-30,2-HIGH,Clerk#000000132,0,es integrate blithely slyly unusua,60013,Customer#000060013,i3t71FC4ucTs8fIEfmPwJky,0,10-394-817-3861,-485.69,MACHINERY,ecial foxes are blithely fluffily even pinto beans. ironic accounts boost. blithely regular packages h
4929574,60016,O,31170.83,1996-11-04,4-NOT SPECIFIED,Clerk#000000299,0,egular foxes. packages against t,60016,Customer#000060016,"i5JCEL8FRYSLvOs1Lkqn30a,1jherLDP",2,12-259-973-3236,4480.97,HOUSEHOLD,"ongside of the final, pending dolphins? final theodolites ha"
4936422,60053,O,231670.16,1996-02-04,5-LOW,Clerk#000000346,0,express instructions was caref,60053,Customer#000060053,wb0gteUavl1MPAHwiM,0,10-684-354-3580,6515.51,FURNITURE,ly courts. fluffy packages wake furiously alongside of the always unusual dep
4943617,60089,F,122610.42,1994-02-21,2-HIGH,Clerk#000000237,0,indle quickly across the quickly even requests. thinly ironic requests might c,60089,Customer#000060089,2i2cZd4bGay4WBf9mvy,13,23-670-811-2493,9849.12,BUILDING, quickly ironic accounts. slyly regular pinto beans wake blithely unusual foxes. slyly permanent foxe
4949477,60001,O,159881.36,1996-10-13,5-LOW,Clerk#000000789,0,sly ideas. slyly ironic exc,60001,Customer#000060001,9Ii4zQn9cX,14,24-678-784-9652,9957.56,HOUSEHOLD,l theodolites boost slyly at the platelets: permanently ironic packages wake slyly pend
4956518,60053,F,283057.55,1993-07-07,4-NOT SPECIFIED,Clerk#000000307,0,are. final theodolites are blithely furiously even ,60053,Customer#000060053,wb0gteUavl1MPAHwiM,0,10-684-354-3580,6515.51,FURNITURE,ly courts. fluffy packages wake furiously alongside of the always unusual dep
4956582,60100,F,116491.67,1992-01-29,1-URGENT,Clerk#000000070,0,ckly special accounts are blithely after the even ,60100,Customer#000060100,9CZqojrnLk ZY,16,26-775-586-4254,-5.85,HOUSEHOLD,y doggedly ironic theodolites. caref
4969952,60083,O,252671.48,1995-11-26,1-URGENT,Clerk#000000380,0,"regular packages. ironic, even requests use-- fluffily spec",60083,Customer#000060083,"9MS,Ga67eiTauESHzSMGleXPP",12,22-811-334-7808,8430.43,FURNITURE,ly pending requests: furiously ironic deposits ca
4972609,60028,F,73659.23,1995-03-02,2-HIGH,Clerk#000000310,0,usly regular accounts. slyly ironic foxes haggle furiously according to th,60028,Customer#000060028,qoxXSl3gyR5EnAsp,6,16-234-762-4451,3494.99,FURNITURE,e the quickly unusual theodolites cajole slyly blithely r
4973058,60067,F,291119.48,1994-12-31,2-HIGH,Clerk#000000366,0,"hely close instructions. regular, regular deposits hang furiously fu",60067,Customer#000060067,"LC9126Kz5Xl5yGn5Wz3E,JJeBeFMiB",4,14-490-596-5723,1874.19,HOUSEHOLD,ts wake alongside of the carefully silent pinto beans. slyly ironic decoys cajole quickly. qu
4973351,60002,F,323908.62,1995-01-12,3-MEDIUM,Clerk#000000029,0,"affix furiously alongside of the quick, special pinto beans. slyly iro",60002,Customer#000060002,ThGBMjDwKzkoOxhz,15,25-782-500-8435,742.46,BUILDING, beans. fluffily regular packages
4983681,60082,F,147648.38,1993-04-20,5-LOW,Clerk#000000402,0,. slyly ironic excuses breach along the carefully pending do,60082,Customer#000060082,"x3V6vEbLSeUjYdjS1MvR2,u4gB0S 9d8UEJ",0,10-729-863-1818,3645.47,BUILDING, the accounts. furiously unusual
4994913,60049,F,65010.86,1992-07-06,1-URGENT,Clerk#000000670,0,the regular deposits use express requests. iron,60049,Customer#000060049,2ST732JS cryl ,9,19-228-258-6362,2128.83,BUILDING,"es: express pinto beans wake across the carefully dogged dependencies. express, final ideas a"
4995904,60035,F,207082.49,1995-01-06,5-LOW,Clerk#000000928,0,deas haggle carefully at the furiously ironic ,60035,Customer#000060035,"pNlmNfCzO8VyidrSxb1,xLDVe72pA8AaSgjM",13,23-458-688-7730,7189.50,MACHINERY,"ular pinto beans thrash after the instructions. bold, express dolphins affix. blithely regular attainments use furi"
4997633,60017,O,12201.14,1995-09-22,5-LOW,Clerk#000000168,0,ly final packages. ironic deposits cajole slyly-- pendi,60017,Customer#000060017,kBV62efx6B6Iw2VsRxqEr1sKQ,1,11-139-952-4191,3653.17,AUTOMOBILE,inal packages. ironic dinos cajole against the care
5002016,60061,F,208517.33,1992-09-27,2-HIGH,Clerk#000000137,0,ngside of the depen,60061,Customer#000060061,vYxaVWbpszoT8qQBdaizgWRSQGe,14,24-289-526-7060,5349.63,BUILDING,onic foxes nag blithely slyly express foxes. blithely fina
5003108,60083,F,92241.92,1994-10-24,1-URGENT,Clerk#000000700,0,fily express deposits,60083,Customer#000060083,"9MS,Ga67eiTauESHzSMGleXPP",12,22-811-334-7808,8430.43,FURNITURE,ly pending requests: furiously ironic deposits ca
5003361,60055,O,224500.65,1995-09-25,1-URGENT,Clerk#000000785,0,"lyly alongside of the even ideas. regular, ir",60055,Customer#000060055,XkEd61ySvE933LKafILNEH SkdC36eftDuo4Yji,10,20-477-978-6479,3725.35,MACHINERY,ctions print slyly furiously regular asymptotes. quickly special theodolites
5011396,60080,O,154165.98,1996-04-18,1-URGENT,Clerk#000000812,0,yly against the blithely final accou,60080,Customer#000060080,"g7cKdEj2mzUQLSKFFnWsmL,3GaOIrBmfi",0,10-192-161-6631,689.24,BUILDING," slyly pending, permanent packages. special foxes above the slyly regular packages are idly careful pinto"
5013894,60046,O,348626.93,1997-05-20,1-URGENT,Clerk#000000607,0,uriously across the slyly even dependencies. packages use fluffily,60046,Customer#000060046,VnzEPMAo8c9UxMI6,20,30-318-671-3782,1022.57,AUTOMOBILE, carefully unusual packages boost carefully across the furious
5015045,60034,F,154272.96,1992-12-21,3-MEDIUM,Clerk#000000974,0,lphins use blithely fur,60034,Customer#000060034, XHRzdojlNAuRjTNRn7A1aL9OYJj56nud1sVss,14,24-991-831-7826,7230.69,AUTOMOBILE,"sts. final packages along the daringly bold ideas haggle blithely slyly careful requests. unusual, bold as"
5017760,60082,O,209335.10,1997-09-29,2-HIGH,Clerk#000000043,0,kages. finally regular accounts boost a,60082,Customer#000060082,"x3V6vEbLSeUjYdjS1MvR2,u4gB0S 9d8UEJ",0,10-729-863-1818,3645.47,BUILDING, the accounts. furiously unusual
